birth_rate,country,gdp,health_exp_percent_gdp,health_exp_per_capita,infant_mortality_rate,internet_usage,life_expectancy_female,life_expectancy_male,mobile_phone_usage,no_of_records,population_0_to_14,population_15_to_64,population_65_plus,population_total,population_urban,region,tourism_inbound,tourism_outbound,year,header,personal,business,total,africa,americas,east_asia_and_pacific,europe,middle_east,south_asia,others
0.042,nigeria,1.69E+11,0.068,74,0.085,0.2,51,51,0.5,1,0.439,0.534,0.027,155381020,0.426,Africa,791000000,6236000000,2009,Data,4011,2042,6053,4175,256,351,1001,110,143,17
0.013,norway,3.79E+11,0.101,7944,0.003,0.9,83,79,1.1,1,0.189,0.662,0.149,4828726,0.788,Europe,4949000000,13221000000,2009,Data,3375,971,4346,0,132,25,3943,0,0,246
0.011,bulgaria,48568714012,0.072,463,0.012,0.5,77,70,1.4,1,0.133,0.686,0.181,7444443,0.72,Europe,4273000000,1955000000,2009,Data,6798,1075,7873,2,82,42,7602,21,23,101
0.022,oman,48242913263,0.03,511,0.01,0.3,78,74,1.5,1,0.292,0.683,0.024,2663224,0.746,Middle East,1092000000,1295000000,2009,Data,1354.875,229.392,1584.267,0,0,0,0,0,0,0
0.027,pakistan,1.68E+11,0.03,28,0.075,0.1,67,65,0.6,1,0.36,0.597,0.043,170093999,0.362,Asia,950000000,1098000000,2009,Data,638,217,855,15,162,89,379,28,178,4
0.021,panama,25925100000,0.081,541,0.017,0.4,80,74,1.7,1,0.296,0.638,0.066,3615846,0.648,The Americas,2280000000,503000000,2009,Data,620,388,1008,1,916,23,115,0,0,0
0.021,saudi arabia,4.29E+11,0.041,582,0.015,0.4,77,73,1.7,1,0.313,0.657,0.03,26796375,0.819,Middle East,6744000000,21312000000,2009,Data,9292,1604,10896,261,57,362,445,8678,1094,0
0.031,papua new guinea,7914594203,0.042,50,0.052,0,64,60,0.2,1,0.393,0.579,0.027,6704829,0.13,Oceania,2100000,132000000,2009,Data,38,87,125,1,9,103,9,0,2,2
0.014,armenia,8647936748,0.045,132,0.017,0.2,78,71,0.7,1,0.206,0.686,0.108,2968154,0.638,Asia,374000000,379000000,2009,Data,378,197,575,0,135,25,311,45,59,0
0.022,south africa,2.84E+11,0.087,484,0.04,0.1,55,52,0.9,1,0.299,0.651,0.051,50222996,0.617,Africa,8684000000,6420000000,2009,Data,6815,197,7012,5083.1,333.5,216.1,1248.4,19.3,74.9,36.4
0.013,barbados,4592650000,0.08,1025,0.014,0.6,77,72,1.2,1,0.195,0.701,0.104,279006,0.322,The Americas,1122000000,293000000,2009,Data,463,55,518,1,292,3,219,0,1,2
0.017,antigua and barbuda,1206296296,0.046,638,0.009,0.4,78,73,1.6,1,0.267,0.661,0.073,86300,0.268,The Americas,305000000,54000000,2009,Data,228,6,234,0,138.5,0,93.4,0,0,2.3
0.013,albania,12044212904,0.06,230,0.015,0.4,80,74,0.8,1,0.236,0.666,0.098,2884303,0.511,Europe,2014000000,1693000000,2009,Data,1804,52,1856,0.2,60,28,1513,1,0.7,252
0.025,paraguay,15929903100,0.075,187,0.021,0.2,74,70,0.9,1,0.34,0.61,0.051,6347383,0.583,The Americas,225000000,229000000,2009,Data,347,92,439,0.4,395,8,35,0.6,0.3,0
0.021,peru,1.21E+11,0.053,234,0.016,0.3,76,71,0.9,1,0.304,0.637,0.059,28934303,0.766,The Americas,2440000000,1404000000,2009,Data,2085,55,2140,3.5,1581.2,104.2,446.4,0,3.4,1
0.017,brunei darussalam,10732366286,0.028,766,0.008,0.5,80,76,1,1,0.271,0.694,0.035,394400,0.751,Asia,254000000,477000000,2009,Data,118,39,157,0,5,122,21,1,4,4
0.017,argentina,3.78E+11,0.094,726,0.013,0.3,79,72,1.3,1,0.251,0.643,0.105,40023641,0.908,The Americas,4476000000,5766000000,2009,Data,1694.323,388.276,2082.599,0,3392,0,722,0,0,194
0.025,philippines,1.68E+11,0.043,78,0.026,0.1,72,65,0.8,1,0.357,0.607,0.037,91886400,0.455,Asia,2853000000,3251000000,2009,Data,2552,408,2960,3,686,1644,330,47,47,260
0.038,benin,6585134688,0.044,32,0.064,0,60,57,0.5,1,0.436,0.535,0.029,9240783,0.415,Africa,131000000,88000000,2009,Data,82,108,190,90.8,5.1,0.9,35.4,0.4,0.5,57
0.012,cyprus,23542650736,0.074,2115,0.003,0.5,81,77,0.9,1,0.181,0.705,0.114,1090553,0.677,Europe,2474000000,1638000000,2009,Data,1984,157,2141,7,24,15,2040,50,5,0
0.021,bangladesh,89356650349,0.037,22,0.041,0,70,68,0.3,1,0.322,0.632,0.046,149503100,0.297,Asia,77000000,651000000,2009,Data,145,122,267,0,0,0,0,0,0,0
0.017,azerbaijan,44291490421,0.059,288,0.035,0.3,73,67,0.9,1,0.231,0.708,0.061,8947243,0.532,Asia,545000000,488000000,2009,Data,1450,380,1830,2,15,14,1454,3,340,2
0.011,poland,4.31E+11,0.072,813,0.005,0.6,80,72,1.2,1,0.152,0.715,0.134,38151603,0.61,Europe,9843000000,7888000000,2009,Data,8320,3570,11890,20,338,207,53221,15,20,19
0.027,haiti,6584649419,0.065,43,0.06,0.1,63,60,0.4,1,0.365,0.59,0.044,9765153,0.505,The Americas,312000000,433000000,2009,Data,326,61,387,0,335,0,25,0,0,27
0.012,russian federation,1.22E+12,0.062,525,0.011,0.3,75,63,1.6,1,0.148,0.72,0.133,141909244,0.736,Europe,12369000000,23785000000,2009,Data,17459,3880,21339,35,469,1295,18791,38,93,618
0.037,rwanda,5208687775,0.1,50,0.047,0.1,63,60,0.2,1,0.448,0.529,0.023,10529668,0.23,Africa,223000000,148000000,2009,Data,330,333,663,560.4,28.4,8.7,47.4,2.2,16.9,0
0.043,zambia,16190196832,0.061,75,0.064,0.1,56,53,0.4,1,0.469,0.504,0.027,13216985,0.387,Africa,125000000,128000000,2010,Data,373,442,815,583,42,64,104,0,21,0
0.027,vanuatu,700804286,0.047,139,0.016,0.1,73,69,0.7,1,0.382,0.579,0.039,236299,0.246,Oceania,242000000,33000000,2010,Data,87.6,9.6,97.2,0,2.4,87.3,4.9,0,0,2.6
0.015,uruguay,38881102075,0.087,998,0.011,0.5,80,73,1.3,1,0.225,0.636,0.139,3371982,0.944,The Americas,1669000000,549000000,2010,Data,2201,207,2408,0,1888,17,147,0,0,356
0.026,cambodia,11242266334,0.058,46,0.037,0,73,68,0.6,1,0.318,0.631,0.05,14364931,0.198,Asia,1332000000,268000000,2010,Data,2367,141,2508,5,199,1789,496,1,19,0
0.013,united kingdom,2.30E+12,0.096,3489,0.004,0.9,82,79,1.2,1,0.176,0.659,0.166,62766365,0.813,Europe,40746000000,61368000000,2010,Data,22846,7552,30398,645.1,3794.6,2427.2,22500.8,550.1,480.6,0
0.011,canada,1.61E+12,0.114,5273,0.005,0.8,83,79,0.8,1,0.165,0.694,0.142,34005274,0.809,The Americas,18438000000,36975000000,2010,Data,13576,2412,15988,81,12336,1170,2376,84,172,0
0.011,ukraine,1.36E+11,0.078,231,0.01,0.2,76,65,1.2,1,0.139,0.703,0.158,45870700,0.687,Europe,4696000000,4134000000,2010,Data,20441,762,21203,12,163,46,20911,29,23,19
0.045,uganda,16030996179,0.092,43,0.051,0.1,58,56,0.4,1,0.489,0.487,0.024,33987213,0.145,Africa,802000000,464000000,2010,Data,762,184,946,676,65,28,113,16,19,29
0.018,turkey,7.31E+11,0.068,680,0.02,0.4,78,71,0.9,1,0.267,0.662,0.071,72137546,0.707,Europe,26318000000,5817000000,2010,Data,31127,1901,33028,247,550,628,21666,1896,1982,4395
0.015,trinidad and tobago,20758191858,0.052,805,0.021,0.5,73,66,1.4,1,0.207,0.71,0.083,1328095,0.091,The Americas,630000000,97000000,2010,Data,314,74,388,1,325,5,52,0,2,1
0.011,thailand,3.19E+11,0.038,183,0.013,0.2,77,71,1.1,1,0.193,0.718,0.089,66402316,0.441,Asia,23809000000,7151000000,2010,Data,13670,2266,15936,122,792,9091,4445,331,1153,1
0.035,central african republic,1986014759,0.039,18,0.103,0,50,46,0.2,1,0.406,0.555,0.039,4349921,0.388,Africa,7200000,61000000,2010,Data,24,29.8,53.8,26.7,5.1,5,13.1,2.7,0,1.2
0.018,suriname,4368033802,0.058,483,0.022,0.3,74,67,1,1,0.286,0.649,0.064,524960,0.663,The Americas,69000000,41000000,2010,Data,185,19,204,0.2,88.7,3.3,110.3,0,0.7,1.4
0.035,sudan,65632237471,0.065,119,0.055,0.2,63,60,0.4,1,0.421,0.548,0.031,35652002,0.331,Africa,94000000,1116000000,2010,Data,396,99,495,49,20,30,74,272,40,10
0.018,sri lanka,49567521670,0.034,82,0.009,0.1,77,71,0.8,1,0.251,0.671,0.078,20653000,0.183,Asia,1044000000,828000000,2010,Data,564,90,654,2,41,106,297,31,177,0
0.01,spain,1.38E+12,0.096,2902,0.004,0.7,85,79,1.1,1,0.149,0.68,0.171,46576897,0.784,Europe,59042000000,22733000000,2010,Data,48302,4375,52677,302,2618,962,48290,68,30,407
0.022,south africa,3.65E+11,0.087,615,0.035,0.2,56,53,1,1,0.297,0.651,0.052,50895698,0.622,Africa,10308000000,8139000000,2010,Data,7743,331,8074,5733.5,458,293,1355,21,98,115
0.033,solomon islands,681587105,0.074,95,0.027,0.1,68,66,0.2,1,0.408,0.56,0.033,526447,0.2,Oceania,65400000,51200000,2010,Data,11.9,8.6,20.5,0,1,18.2,1,0,0,0.3
0.011,slovenia,46999407184,0.089,2044,0.003,0.7,83,76,1,1,0.14,0.693,0.167,2048583,0.5,Europe,2721000000,1377000000,2010,Data,1774.5,274.4,2048.9,3.9,71.5,107.2,1866.4,0,0,0
0.014,chile,2.18E+11,0.071,894,0.008,0.5,82,76,1.2,1,0.221,0.687,0.092,17150760,0.886,The Americas,2422000000,1808000000,2010,Data,2032,769,2801,4,2222,72,363,1,3,136
0.009,singapore,2.36E+11,0.041,1893,0.002,0.7,84,79,1.5,1,0.173,0.736,0.09,5076700,1,Asia,14178000000,18700000000,2010,Data,8466.7,3175,11641.7,71,525,8475,1386,102,1083,0
0.038,sierra leone,2578159463,0.154,69,0.114,0,45,45,0.3,1,0.422,0.553,0.026,5751976,0.382,Africa,26000000,22000000,2010,Data,22,17,39,11,7,6,10,3,1,0
0.017,seychelles,973355738,0.037,394,0.012,0.4,78,69,1.3,1,0.223,0.701,0.076,89770,0.523,Africa,29000000,5000000,2010,Data,165,10,175,22,4,4,132,8,4,0
0.021,saudi arabia,5.27E+11,0.04,663,0.015,0.4,77,73,1.9,1,0.307,0.663,0.03,27258387,0.821,Middle East,7536000000,22076000000,2010,Data,8190,2660,10850,369,54,485,367,8245,1330,0
0.036,sao tome and principe,201037917,0.071,86,0.04,0.2,68,64,0.6,1,0.416,0.548,0.036,178228,0.619,Africa,11100000,600000,2010,Data,7,1,8,2.1,0.5,0.1,5.1,0,0,0.2
0.012,china,5.93E+12,0.05,216,0.014,0.3,76,74,0.6,1,0.181,0.735,0.084,1337705000,0.492,Asia,50154000000,59840000000,2010,Data,19930,6197,26127,391.4,2995.4,122889.3,6365.8,246.8,871.3,2.1
0.037,rwanda,5624809049,0.108,56,0.044,0.1,64,61,0.3,1,0.447,0.53,0.023,10836732,0.24,Africa,224000000,120000000,2010,Data,359,307,666,547.7,33.5,10.7,54.2,2.8,17.9,0
0.013,russian federation,1.52E+12,0.063,669,0.01,0.4,75,63,1.7,1,0.149,0.72,0.131,142385523,0.737,Europe,13239000000,30169000000,2010,Data,17849,4432,22281,37,421,1358,19569,41,89,766
0.011,poland,4.70E+11,0.07,860,0.005,0.6,81,72,1.2,1,0.15,0.715,0.135,38183683,0.609,Europe,9986000000,9100000000,2010,Data,9100,3370,12470,20,395,280,57540,15,30,60
0.025,philippines,2.00E+11,0.042,90,0.025,0.3,72,65,0.9,1,0.353,0.61,0.037,93444322,0.453,Asia,3228000000,4194000000,2010,Data,3267,194,3461,4,711,2064,361,49,51,280
0.02,colombia,2.87E+11,0.068,418,0.016,0.4,77,70,1,1,0.288,0.656,0.056,46444798,0.75,The Americas,2727000000,2373000000,2010,Data,1058.7,158.3,1217,2.3,1140.1,25.2,230.3,0.9,3.4,2.6
0.021,peru,1.49E+11,0.049,257,0.015,0.3,77,71,1,1,0.3,0.64,0.06,29262830,0.769,The Americas,2475000000,1640000000,2010,Data,2240,59,2299,4,1747,97,447,0,3,1
0.037,comoros,543376206,0.034,27,0.063,0.1,62,59,0.2,1,0.422,0.549,0.029,683081,0.279,Africa,35000000,19000000,2010,Data,12,3.3,15.3,1.8,0.2,0.2,12.5,0,0,0.6
0.024,paraguay,20030529733,0.087,271,0.021,0.2,74,70,0.9,1,0.335,0.613,0.052,6459721,0.585,The Americas,243000000,269000000,2010,Data,368,97,465,0.4,433,7,24,0.3,0.2,0
0.03,papua new guinea,9480047959,0.041,57,0.051,0,64,60,0.3,1,0.391,0.582,0.028,6858945,0.13,Oceania,2500000,138000000,2010,Data,41,104,145,1,11,119,12,0,3,0
0.02,panama,28814100000,0.085,627,0.017,0.4,80,74,1.8,1,0.293,0.639,0.068,3678128,0.651,The Americas,2552000000,575000000,2010,Data,674,422,1096,1,1006,27,129,0,0,0
0.027,pakistan,1.77E+11,0.03,30,0.073,0.1,67,65,0.6,1,0.354,0.602,0.043,173149306,0.366,Asia,998000000,1370000000,2010,Data,594,313,907,15,168,90,396,28,204,6
0.016,costa rica,36298327670,0.097,750,0.009,0.4,82,77,0.7,1,0.249,0.686,0.065,4669685,0.717,The Americas,2179000000,533000000,2010,Data,1829.3,271.1,2100.4,1.8,1781.6,25.2,286.9,0.4,3.3,0.6
0.022,oman,58813004375,0.028,582,0.01,0.4,78,74,1.6,1,0.274,0.701,0.025,2802768,0.752,Middle East,1246000000,1768000000,2010,Data,1270.744,229.218,1499.962,0,0,0,0,0,0,0
0.013,norway,4.21E+11,0.1,8694,0.003,0.9,83,79,1.1,1,0.188,0.662,0.15,4889252,0.791,Europe,5299000000,14658000000,2010,Data,3703,1064,4767,0,160,28,4313,0,0,266
0.042,nigeria,3.69E+11,0.056,80,0.082,0.2,52,51,0.5,1,0.44,0.532,0.027,159707780,0.435,Africa,738000000,8379000000,2010,Data,2384,3729,6113,4185,258,352,1003,111,143,61
0.024,nicaragua,8938210560,0.076,112,0.022,0.1,77,71,0.7,1,0.345,0.609,0.046,5822209,0.573,The Americas,309000000,329000000,2010,Data,875,136,1011,1,847,11,74,0,2,77
0.015,new zealand,1.43E+11,0.102,3260,0.005,0.8,83,79,1.1,1,0.205,0.665,0.13,4367800,0.862,Oceania,4904000000,3037000000,2010,Data,2147.5,363,2510.5,20.4,268.4,1649.6,465.3,16.1,32.9,58.1
0.023,nepal,15994094607,0.059,36,0.036,0.1,68,66,0.3,1,0.371,0.58,0.049,26846016,0.168,Asia,378000000,528000000,2010,Data,546,57,603,0,50,148,170,7,178,50
0.027,namibia,11141417478,0.082,416,0.038,0.1,65,60,0.9,1,0.377,0.589,0.034,2178967,0.416,Africa,560000000,145000000,2010,Data,843,141,984,714,26,11,219,0,0,14
0.012,cyprus,23132450331,0.074,2012,0.003,0.5,81,77,0.9,1,0.178,0.707,0.116,1103685,0.676,Europe,2371000000,1457000000,2010,Data,2023,150,2173,7,31,19,2056,51,8,1
0.041,mozambique,9274448732,0.057,22,0.072,0,50,48,0.3,1,0.453,0.514,0.032,23967265,0.31,Africa,224000000,260000000,2010,Data,1313,405,1718,1466,102,28,219,0,0,21
0.022,morocco,90770671432,0.059,168,0.029,0.5,72,68,1,1,0.281,0.669,0.05,31642360,0.577,Africa,8176000000,1879000000,2010,Data,8891,397,9288,256,251,99.6,4144.9,142,12.2,4382.6
0.023,mongolia,6200357070,0.063,143,0.029,0.1,71,63,0.9,1,0.27,0.692,0.038,2712738,0.676,Asia,288000000,319000000,2010,Data,336.3,119.8,456.1,0.6,16.5,263.8,173,0.6,1.6,0
0.02,mexico,1.05E+12,0.063,603,0.014,0.3,79,74,0.8,1,0.3,0.64,0.06,117886404,0.778,The Americas,12628000000,9001000000,2010,Data,22480,809,23289,15,20868,101,1418,0,0,888
0.011,denmark,3.13E+11,0.111,6266,0.003,0.9,81,77,1.2,1,0.18,0.654,0.167,5547683,0.868,Europe,5704000000,9082000000,2010,Data,25631,1099,26730,0,646,190,8128,0,0,461
0.012,mauritius,9718331363,0.054,427,0.013,0.3,77,69,1,1,0.212,0.711,0.077,1280924,0.406,Africa,1585000000,423000000,2010,Data,920.3,36.1,956.4,226,14,31,606,6,51,1
0.009,malta,8163841060,0.085,1707,0.006,0.6,84,79,1.1,1,0.156,0.699,0.145,414508,0.947,Europe,1238000000,366000000,2010,Data,1221,118,1339,0,16.4,0,1221.4,16,0,85
0.048,mali,9422267260,0.069,46,0.083,0,54,54,0.5,1,0.468,0.503,0.029,13985961,0.36,Africa,296000000,235000000,2010,Data,107,62,169,47,23,3,83,3,0,10
0.022,maldives,2134104884,0.058,379,0.011,0.3,78,76,1.5,1,0.3,0.65,0.05,325694,0.4,Asia,1713000000,252000000,2010,Data,792,0,792,6,19,214,505,12,36,0
0.041,malawi,5398616985,0.085,30,0.053,0,54,53,0.2,1,0.458,0.511,0.031,15013694,0.155,Africa,47000000,93000000,2010,Data,311,435,746,562,46,20,105,2,8,2
0.035,madagascar,8704983553,0.045,19,0.044,0,65,62,0.4,1,0.434,0.537,0.028,21079532,0.319,Africa,633000000,110000000,2010,Data,161,35,196,40,6,7,143,0,0,0
0.012,lithuania,36709511568,0.07,782,0.006,0.6,79,68,1.6,1,0.152,0.693,0.155,3097282,0.668,Europe,1034000000,936000000,2010,Data,1052,455,1507,1.9,26.5,28.4,1434.7,0,0,15.4
0.028,lesotho,2175685681,0.108,118,0.077,0,48,47,0.5,1,0.376,0.581,0.043,2008921,0.248,Africa,25000000,278000000,2010,Data,374,52,426,401,4,4,17,0,0,0
0.009,latvia,24009680460,0.065,742,0.008,0.7,78,69,1.1,1,0.142,0.675,0.184,2097555,0.677,Europe,963000000,771000000,2010,Data,4335,707,5042,7,62,47,4902,8,11,5
0.021,kuwait,1.20E+11,0.028,1116,0.009,0.6,75,73,1.3,1,0.252,0.726,0.021,2991580,0.983,Middle East,574000000,7106000000,2010,Data,198,9,207,95,227,230,191,3103,1328,34
0.037,kenya,32440133261,0.044,35,0.052,0.1,61,58,0.6,1,0.426,0.548,0.026,40909194,0.236,Africa,1620000000,212000000,2010,Data,1343,266,1609,279,131,162,932,0,0,105
0.022,dominican republic,50980167048,0.055,278,0.026,0.3,76,70,0.9,1,0.312,0.628,0.06,10016797,0.738,The Americas,4209000000,554000000,2010,Data,3959,166,4125,0,2368,8,1143,0,1,605
0.023,kazakhstan,1.48E+11,0.043,398,0.019,0.3,73,64,1.2,1,0.249,0.684,0.067,16321581,0.537,Asia,1236000000,1489000000,2010,Data,2909,1188,4097,3,28,149,3875,5,21,16
0.029,jordan,26425379367,0.085,361,0.018,0.3,75,72,1,1,0.351,0.615,0.034,6046000,0.825,Middle East,4390000000,1736000000,2010,Data,3908,299,4207,50,215,149,745,2055,65,929
0.009,japan,5.50E+12,0.096,4115,0.002,0.8,86,80,1,1,0.133,0.638,0.23,127450459,0.905,Asia,15356000000,39306000000,2010,Data,7217,1395,8612,19,945,6654,877,10,105,1
0.015,jamaica,13230844040,0.053,255,0.016,0.3,76,70,1.2,1,0.29,0.631,0.078,2690824,0.537,The Americas,2095000000,235000000,2010,Data,1819,103,1922,1,1640,7,272,1,1,0
0.009,italy,2.06E+12,0.094,3205,0.003,0.5,85,80,1.5,1,0.14,0.657,0.203,59277417,0.683,Europe,40058000000,33053000000,2010,Data,59695,13530,73225,378.2,3968.6,1417.6,66820.6,348.3,290.4,1.5
0.022,israel,2.32E+11,0.076,2165,0.004,0.7,84,80,1.2,1,0.272,0.623,0.104,7623600,0.918,Middle East,5824000000,4725000000,2010,Data,2455,348,2803,72,809,142,1704,21,43,12
0.017,ireland,2.09E+11,0.093,4320,0.004,0.7,83,79,1.1,1,0.213,0.673,0.113,4560155,0.618,Europe,8187000000,7178000000,2010,Data,6115,1018,7133,0,864,0,5959,0,0,311
0.02,indonesia,7.09E+11,0.029,86,0.027,0.1,72,68,0.9,1,0.298,0.652,0.05,240676485,0.499,Asia,7618000000,8432000000,2010,Data,4433,2570,7003,27,259,5376,1038,145,158,0
0.021,india,1.71E+12,0.037,52,0.046,0.1,67,64,0.6,1,0.302,0.648,0.051,1205624648,0.309,Asia,14490000000,10490000000,2010,Data,4915,861,5776,197,1237,1063,2035,183,1047,14
0.009,hungary,1.28E+11,0.08,1026,0.006,0.7,78,71,1.2,1,0.146,0.686,0.167,10000023,0.689,Europe,6338000000,2879000000,2010,Data,38269,1635,39904,23,547,448,38887,0,0,0
0.027,honduras,15839344592,0.087,176,0.021,0.1,75,70,1.2,1,0.368,0.589,0.043,7621204,0.517,The Americas,627000000,406000000,2010,Data,626,236,862,0.4,753.2,14.1,93.3,0.2,0.5,0.9
0.027,haiti,6622541529,0.067,45,0.073,0.1,64,60,0.4,1,0.362,0.594,0.045,9896400,0.52,The Americas,169000000,431000000,2010,Data,211,44,255,0,221,0,27,0,0,7
0.022,guyana,2259288396,0.066,188,0.032,0.3,68,63,0.7,1,0.376,0.592,0.033,786126,0.282,The Americas,80000000,73000000,2010,Data,132.3,19.6,151.9,0,141,0,8,0,0,3
0.038,guinea,4735956476,0.062,27,0.071,0,56,55,0.4,1,0.428,0.54,0.032,10876033,0.349,Africa,2000000,17000000,2010,Data,5.5,6.9,12.4,4.6,1.2,1,5.1,0.3,0.2,0
0.032,guatemala,41338007893,0.069,198,0.028,0.1,75,68,1.3,1,0.415,0.541,0.044,14341576,0.493,The Americas,1379000000,1002000000,2010,Data,1101.3,282.3,1383.6,1.3,1163,22.2,119.3,0.4,5,72.5
0.019,grenada,771111097,0.06,438,0.012,0.3,75,70,1.2,1,0.275,0.652,0.072,104677,0.357,The Americas,112000000,10000000,2010,Data,89,21,110,1,59,1,35,0,0,14
0.013,france,2.57E+12,0.117,4634,0.004,0.8,85,78,0.9,1,0.184,0.648,0.168,65023142,0.783,Europe,56139000000,46157000000,2010,Data,66944.1,9702.9,76647,1876.7,5379.7,3400.1,65040.1,950.4,0,0
0.011,finland,2.37E+11,0.09,3978,0.003,0.9,83,77,1.6,1,0.165,0.664,0.171,5363352,0.836,Europe,4510000000,5267000000,2010,Data,4701,1481,6182,14,150,347,5646,0,25,0
0.022,fiji,3225095136,0.042,154,0.02,0.2,72,66,0.8,1,0.29,0.661,0.048,860559,0.518,Oceania,809000000,100000000,2010,Data,587,45,632,0,66,504,54,0,2,6
0.035,ethiopia,29385611867,0.047,14,0.051,0,63,60,0.1,1,0.444,0.523,0.033,87095281,0.173,Africa,1434000000,143000000,2010,Data,354,114,468,140,95,39,137,42,15,0
0.02,el salvador,21418300000,0.069,238,0.015,0.2,76,67,1.2,1,0.321,0.61,0.069,6218195,0.643,The Americas,646000000,280000000,2010,Data,985,165,1150,0,1123,7,20,0,0,0
0.022,ecuador,67513698000,0.072,335,0.021,0.3,79,73,1,1,0.31,0.629,0.062,15001072,0.627,The Americas,786000000,863000000,2010,Data,788,259,1047,3.1,810.3,31.2,198.1,0.7,3.7,0
0.013,albania,11926953259,0.055,207,0.015,0.5,80,74,0.9,1,0.228,0.671,0.101,2856673,0.522,Europe,1780000000,1454000000,2010,Data,2370,47,2417,3,62,11,2239,1,0.8,100
0.025,algeria,1.61E+11,0.042,181,0.024,0.1,72,69,0.9,1,0.271,0.681,0.047,37062820,0.675,Africa,323000000,737000000,2010,Data,377,278,655,311,10,42,242,50,0,1415
0.046,angola,82470894868,0.034,144,0.11,0.1,52,49,0.5,1,0.478,0.498,0.024,19549124,0.401,Africa,726000000,275000000,2010,Data,313,112,425,73,83,81,170,9,10,0
0.017,antigua and barbuda,1135555556,0.057,736,0.009,0.5,78,73,1.9,1,0.262,0.665,0.072,87233,0.262,The Americas,298000000,52000000,2010,Data,225,5,230,0,138.5,0,89,0,0,2.4
0.017,argentina,4.63E+11,0.082,751,0.013,0.5,79,72,1.4,1,0.249,0.645,0.106,40374224,0.91,The Americas,5629000000,6375000000,2010,Data,2203.459,493.971,2697.43,0,5540.3,0,998.2,0,0,261.1
0.014,armenia,9260287416,0.046,143,0.016,0.3,78,71,1.3,1,0.205,0.689,0.105,2963496,0.636,Asia,456000000,466000000,2010,Data,453,230,683,0,136,26,351,46,125,0
0.014,australia,1.14E+12,0.089,5138,0.004,0.8,84,80,1,1,0.189,0.676,0.134,22031800,0.887,Oceania,32336000000,27534000000,2010,Data,4431,1360,5791,86.6,661,3404,1389.8,70.3,178.2,0
0.018,azerbaijan,52902703376,0.053,310,0.034,0.5,74,67,1,1,0.227,0.714,0.059,9054332,0.534,Asia,792000000,856000000,2010,Data,1415,548,1963,2,16,15,1568,4,356,2
0.013,barbados,4433700000,0.067,978,0.014,0.7,77,72,1.2,1,0.193,0.703,0.104,280396,0.321,The Americas,1074000000,351000000,2010,Data,479,53,532,1,313,4,211,0,2,1
0.011,belarus,55220932614,0.056,323,0.005,0.3,77,65,1.1,1,0.148,0.712,0.139,9490000,0.746,Europe,665000000,748000000,2010,Data,5302,372,5674,0,1,1,116.3,1,0,0
0.012,belgium,4.71E+11,0.105,4570,0.004,0.8,83,78,1.1,1,0.168,0.661,0.172,10920272,0.976,Europe,11624000000,20876000000,2010,Data,4779,2407,7186,61,429,256,6310,26,52,52
0.024,belize,1398500000,0.058,265,0.016,0.1,76,70,0.6,1,0.355,0.606,0.039,308595,0.45,The Americas,264000000,39000000,2010,Data,231,11,242,0.6,196,6,30,0.9,0,8.8
0.038,benin,6558416322,0.043,30,0.062,0,60,57,0.7,1,0.434,0.537,0.029,9509798,0.419,Africa,149000000,91000000,2010,Data,103,96,199,138,3.2,0.8,32.9,2.4,0.8,21.4
0.021,bhutan,1585396256,0.041,90,0.034,0.1,67,67,0.6,1,0.298,0.657,0.045,716939,0.348,Asia,64000000,43000000,2010,Data,37,4,41,0.1,6.5,8.6,11.9,0,0.1,0
0.024,botswana,13746712706,0.056,394,0.04,0.1,46,47,1.2,1,0.343,0.623,0.035,1969341,0.562,Africa,80000000,89000000,2010,Data,1785,188,1973,1787,33,26.2,97,0,4,25.4
0.016,brazil,2.14E+12,0.09,989,0.015,0.4,77,70,1,1,0.255,0.676,0.069,195210154,0.843,The Americas,6180000000,19340000000,2010,Data,3959,1203,5162,84,3196,210,1652,0,19,0
0.01,bulgaria,47726575741,0.076,480,0.011,0.5,77,70,1.4,1,0.133,0.683,0.183,7395599,0.723,Europe,4035000000,1382000000,2010,Data,7440,934,8374,2,84,44,8081,25,24,114
0.043,burkina faso,9209288383,0.074,41,0.07,0,56,54,0.4,1,0.46,0.515,0.025,15540284,0.257,Africa,105000000,110000000,2010,Data,164,263,427,128,20,7,107,1,0,10
0.045,burundi,2026864414,0.088,19,0.061,0,54,51,0.2,1,0.439,0.535,0.025,9232753,0.106,Africa,2100000,35000000,2010,Data,122,20,142,122,4,3,10,0,0,3
0.043,zambia,19201691493,0.062,87,0.059,0.1,57,54,0.6,1,0.468,0.505,0.026,13633796,0.392,Africa,146000000,140000000,2011,Data,349.5,570.6,920.1,652,52,80,114,0,22,0
0.027,vanuatu,785745262,0.038,125,0.015,0.1,73,69,0.6,1,0.378,0.582,0.04,241778,0.249,Oceania,252000000,39000000,2011,Data,84,9.9,93.9,0,1.9,84.6,5.3,0,0,2.1
0.015,uruguay,47236710623,0.088,1213,0.01,0.5,80,73,1.4,1,0.223,0.638,0.139,3383486,0.946,The Americas,2401000000,797000000,2011,Data,2754,206,2960,0,2401,19,151,0,0,389
0.013,united kingdom,2.46E+12,0.094,3659,0.004,0.9,83,79,1.2,1,0.175,0.656,0.169,63258918,0.816,Europe,45940000000,64627000000,2011,Data,23774,8112,31886,605,4233.6,2652.5,23263.9,641.4,489.6,0
