birth_rate,country,gdp,health_exp_percent_gdp,health_exp_per_capita,infant_mortality_rate,internet_usage,life_expectancy_female,life_expectancy_male,mobile_phone_usage,no_of_records,population_0_to_14,population_15_to_64,population_65_plus,population_total,population_urban,region,tourism_inbound,tourism_outbound,year,header,personal,business,total,africa,americas,east_asia_and_pacific,europe,middle_east,south_asia,others
0.023,peru,57840001637,0.045,102,0.025,0.1,74,69,0.1,1,0.328,0.62,0.052,27073334,0.742,The Americas,1023000000,847000000,2003,Data,1030,39,1069,2,762,50,252,0,1,68
0.028,philippines,83908205720,0.032,33,0.029,0,71,64,0.3,1,0.377,0.59,0.033,82604681,0.471,Asia,1821000000,1649000000,2003,Data,1572,308,1880,1,444,1129,177,17,22,117
0.009,poland,2.17E+11,0.062,354,0.007,0.2,79,71,0.5,1,0.174,0.696,0.13,38204570,0.617,Europe,4733000000,3286000000,2003,Data,9620,4100,13720,10,294,89,51691,6,9,31
0.01,russian federation,4.30E+11,0.056,167,0.017,0.1,72,59,0.2,1,0.162,0.705,0.134,144667468,0.734,Europe,5879000000,13427000000,2003,Data,19953,2568,22521,29,421,1107,20237,32,59,637
0.018,seychelles,703096503,0.048,403,0.012,0.1,76,66,0.6,1,0.258,0.664,0.078,82800,0.506,Africa,258000000,54000000,2003,Data,116,6,122,14,3,2,100,2,1,0
0.043,sierra leone,1371442566,0.155,45,0.133,0,41,40,0,1,0.428,0.548,0.024,4712763,0.364,Africa,60000000,38000000,2003,Data,18,20.1,38.1,23.3,4.7,2,6.5,1.6,0,0
0.011,singapore,97002305536,0.036,823,0.003,0.5,82,77,0.8,1,0.201,0.72,0.079,4114800,1,Asia,3842000000,8382000000,2003,Data,4828,1299,6127,56,315,4426,885,30,415,0
0.009,slovenia,29152072068,0.086,1263,0.004,0.3,81,73,0.9,1,0.147,0.703,0.15,1995733,0.507,Europe,1427000000,805000000,2003,Data,1100,273,1373,0,36,17,1308,0,0,12
0.035,solomon islands,332736307,0.06,45,0.029,0,66,63,0,1,0.415,0.556,0.029,446335,0.17,Oceania,1600000,6400000,2003,Data,3.6,3,6.6,0,0.6,5.4,0.5,0,0,0.1
0.023,south africa,1.68E+11,0.086,310,0.053,0.1,54,51,0.4,1,0.316,0.645,0.039,46409243,0.584,Africa,6674000000,3655000000,2003,Data,6099,406,6505,4450,262,225,1339,15,41,173
0.01,spain,8.84E+11,0.082,1730,0.005,0.4,83,76,0.9,1,0.145,0.687,0.169,42187645,0.768,Europe,43863000000,11330000000,2003,Data,46130,4724,50854,0,1894,237,47835,0,0,887
0.019,sri lanka,18881765437,0.039,38,0.013,0,77,70,0.1,1,0.258,0.675,0.067,19173000,0.184,Asia,709000000,462000000,2003,Data,445,56,501,2,26,84,266,7,116,0
0.021,suriname,1271196078,0.066,173,0.028,0,72,65,0.3,1,0.301,0.639,0.059,486867,0.667,The Americas,18000000,68000000,2003,Data,70,12,82,0,7,1,74,0,0,0
0.011,sweden,3.15E+11,0.093,3277,0.003,0.8,82,78,1,1,0.179,0.649,0.172,8958229,0.842,Europe,6548000000,9375000000,2003,Data,5109,2518,7627,0,217,105,3760,0,0,185
0.028,syrian arab republic,21828144686,0.051,60,0.018,0,76,72,0.1,1,0.396,0.57,0.034,17298476,0.53,Middle East,877000000,734000000,2003,Data,3980,408,4388,73,44,27,652,3072,228,741
0.013,thailand,1.43E+11,0.036,79,0.017,0.1,75,68,0.3,1,0.231,0.696,0.073,64488338,0.35,Asia,10456000000,3538000000,2003,Data,9019,985,10004,67,577,6510,2321,118,411,78
0.029,tonga,208098552,0.051,106,0.014,0,74,69,0.1,1,0.382,0.559,0.06,99691,0.231,Oceania,10300000,13200000,2003,Data,36,3,39,0,8,28,4,0,0,0
0.015,trinidad and tobago,11235960523,0.051,449,0.025,0.3,73,65,0.3,1,0.23,0.701,0.069,1283868,0.102,The Americas,437000000,143000000,2003,Data,330,79,409,1,324,3,79,0,1,0
0.02,turkey,3.03E+11,0.053,232,0.029,0.1,75,68,0.4,1,0.293,0.643,0.064,65938265,0.666,Europe,13203000000,2113000000,2003,Data,12159,1543,13702,119,213,242,11872,359,522,14
0.009,ukraine,50132953288,0.069,73,0.014,0,74,63,0.1,1,0.156,0.693,0.15,47812950,0.674,Europe,1204000000,953000000,2003,Data,11559,955,12514,12,83,26,12345,19,14,14
0.012,united kingdom,1.88E+12,0.078,2444,0.005,0.6,81,76,0.9,1,0.183,0.658,0.159,59647577,0.793,Europe,30736000000,58627000000,2003,Data,17125,7590,24715,569,4326,1809,17370,347,294,0
0.016,uruguay,12045627411,0.097,351,0.013,0.2,79,72,0.2,1,0.242,0.625,0.134,3325411,0.928,The Americas,419000000,236000000,2003,Data,1417,91,1508,0,1160,6,73,0,0,269
0.031,vanuatu,314463144,0.037,58,0.018,0,71,67,0,1,0.404,0.564,0.032,198952,0.225,Oceania,83000000,14000000,2003,Data,43,7,50,0,2,45,3,0,0,1
0.045,zambia,4341841414,0.067,27,0.086,0,45,44,0,1,0.464,0.509,0.027,10894519,0.358,Africa,88000000,115000000,2003,Data,257,156,413,298,23,17,71,0,3,0
0.015,albania,7464446950,0.065,148,0.019,0,79,73,0.4,1,0.273,0.645,0.082,3014579,0.457,Europe,756000000,669000000,2004,Data,582,63,645,0.2,26,4,610,1,0.4,4
0.02,algeria,85324997370,0.035,90,0.03,0,71,68,0.1,1,0.297,0.66,0.043,33461345,0.631,Africa,178000000,341000000,2004,Data,267,101,368,131,7,9,198,23,0,865
0.05,angola,19640862550,0.051,63,0.123,0,49,47,0,1,0.477,0.498,0.025,15976715,0.354,Africa,82000000,86000000,2004,Data,173,21,194,42,34,16,101,1,0,0
0.019,antigua and barbuda,905113767,0.041,453,0.011,0.2,77,72,0.7,1,0.286,0.642,0.072,81718,0.298,The Americas,337000000,38000000,2004,Data,234,12,246,0,129,0,113,0,0,3
0.018,argentina,1.83E+11,0.082,327,0.016,0.2,78,71,0.4,1,0.266,0.632,0.102,38308779,0.899,The Americas,2660000000,3208000000,2004,Data,1197.236,382.455,1579.691,0,2722,0,546,0,0,188
0.014,armenia,3576615240,0.055,65,0.022,0,76,70,0.1,1,0.225,0.66,0.115,3025652,0.642,Asia,188000000,216000000,2004,Data,217,46,263,0,75,9,127,23,28,0
0.019,bahrain,13150516509,0.039,539,0.01,0.2,76,75,0.8,1,0.283,0.694,0.023,820505,0.884,Middle East,1504000000,528000000,2004,Data,5020,647,5667,76,200,268,334,4141,648,0
0.024,bangladesh,56560744012,0.031,12,0.053,0,68,67,0,1,0.348,0.609,0.042,141235035,0.261,Asia,76000000,442000000,2004,Data,216,55,271,2,37,51,77,3,100,0
0.013,barbados,3509700000,0.071,737,0.015,0.5,76,71,0.7,1,0.209,0.681,0.11,272205,0.331,The Americas,784000000,163000000,2004,Data,481,70,551,1,301,3,246,0,1,0
0.011,belgium,3.62E+11,0.1,3482,0.004,0.5,82,76,0.9,1,0.172,0.656,0.173,10421137,0.973,Europe,10089000000,15456000000,2004,Data,4377,2333,6710,61,382,318,5800,18,33,97
0.027,belize,1057850000,0.044,175,0.019,0.1,75,69,0.3,1,0.384,0.575,0.041,265040,0.466,The Americas,168000000,47000000,2004,Data,219,12,231,0,185,4,33,0,0,8
0.026,botswana,8957491785,0.049,268,0.046,0,48,47,0.3,1,0.362,0.607,0.032,1854739,0.548,Africa,582000000,280000000,2004,Data,1443,80,1523,1353,21,12,58,0,2,76
0.019,brazil,6.64E+11,0.071,257,0.022,0.2,75,68,0.4,1,0.28,0.66,0.06,184010283,0.825,The Americas,3389000000,3752000000,2004,Data,3418,1376,4794,65,2703,156,1860,6,0,4
0.009,bulgaria,25283228366,0.073,238,0.015,0.2,76,69,0.6,1,0.14,0.688,0.173,7781161,0.702,Europe,2796000000,1935000000,2004,Data,6709,272,6981,3,68,32,6807,16,12,44
0.045,burkina faso,4838551014,0.061,24,0.089,0,53,51,0,1,0.466,0.508,0.026,13034258,0.208,Africa,52000000,67000000,2004,Data,124,165,289,96,13,5,100,2,0,6
0.043,burundi,915257323,0.097,9,0.079,0,51,48,0,1,0.461,0.512,0.028,7510771,0.091,Africa,1800000,29000000,2004,Data,88,45,133,1,6,5,29,0,0,92
0.026,cambodia,5337833256,0.071,29,0.057,0,69,63,0.1,1,0.37,0.588,0.043,13149386,0.191,Asia,673000000,80000000,2004,Data,919,68,987,0,122,589,243,0,7,26
0.011,canada,1.02E+12,0.098,3047,0.005,0.7,83,78,0.5,1,0.18,0.691,0.13,31995000,0.8,The Americas,15135000000,19267000000,2004,Data,16460,2571,19031,58,15518,1222,2202,48,96,0
0.038,central african republic,1270080228,0.041,14,0.111,0,46,43,0,1,0.42,0.54,0.04,3893595,0.38,Africa,7800000,32000000,2004,Data,5.6,2.5,8.1,3.5,0.4,0.3,3.7,0.2,0,0.1
0.015,chile,1.01E+11,0.067,414,0.008,0.3,81,75,0.6,1,0.255,0.667,0.079,16168241,0.872,The Americas,1571000000,1251000000,2004,Data,1585,240,1825,4,1360,70,345,1,4,2
0.012,china,1.93E+12,0.047,70,0.022,0.1,75,73,0.3,1,0.214,0.711,0.075,1296075000,0.411,Asia,27755000000,21360000000,2004,Data,13071,3861,16932,154,1790,102394,4097,84,514,5
0.022,colombia,1.17E+11,0.054,148,0.019,0.1,76,68,0.2,1,0.312,0.638,0.05,42527623,0.733,The Americas,1369000000,1469000000,2004,Data,574,217,791,1,618,13,156,1,1,0
0.039,comoros,362420484,0.04,25,0.071,0,60,57,0,1,0.414,0.556,0.03,585389,0.279,Africa,21000000,9000000,2004,Data,19,4.3,23.3,6.3,0.1,0.4,10.6,0,0,0.2
0.018,costa rica,18596365927,0.078,346,0.009,0.2,81,76,0.2,1,0.286,0.656,0.058,4246336,0.644,The Americas,1586000000,481000000,2004,Data,1203,250,1453,1,1214,16,215,0,0,7
0.012,cyprus,15816972051,0.064,1353,0.004,0.3,81,76,0.6,1,0.205,0.69,0.106,1015820,0.684,Europe,2552000000,907000000,2004,Data,2210,139,2349,5,23,13,2263,41,2,2
0.012,denmark,2.45E+11,0.097,4387,0.004,0.8,80,75,1,1,0.188,0.662,0.15,5404523,0.856,Europe,5652000000,7279000000,2004,Data,21070,984,22054,0,126,83,4065,0,0,147
0.024,dominican republic,22163928097,0.051,120,0.03,0.1,75,68,0.3,1,0.334,0.61,0.056,9207389,0.66,The Americas,3152000000,448000000,2004,Data,3356,94,3450,0,1597,4,1271,0,0,578
0.021,el salvador,15798300000,0.073,191,0.021,0,75,66,0.3,1,0.363,0.576,0.061,6050297,0.611,The Americas,748000000,373000000,2004,Data,742,209,951,1,908,9,33,0,0,0
0.04,ethiopia,9945571030,0.043,6,0.074,0,56,55,0,1,0.464,0.505,0.031,74066147,0.155,Africa,458000000,59000000,2004,Data,138,46,184,64,34,10,52,18,5,0
0.024,fiji,2727507213,0.036,120,0.02,0.1,71,66,0.2,1,0.314,0.646,0.04,818995,0.495,Oceania,588000000,118000000,2004,Data,465,39,504,0,78,353,70,0,0,3
0.011,finland,1.89E+11,0.082,2974,0.003,0.7,82,75,1,1,0.175,0.667,0.157,5228172,0.828,Europe,2975000000,3383000000,2004,Data,3540,1314,4854,6,159,268,4417,0,4,0
0.013,france,2.06E+12,0.11,3620,0.004,0.4,84,77,0.7,1,0.186,0.651,0.164,62702121,0.769,Europe,52108000000,36029000000,2004,Data,63578,10857,74435,1596,4786,2697,64789,565,0,0
0.034,ghana,8881419348,0.061,26,0.059,0,59,57,0.1,1,0.404,0.562,0.033,20835514,0.466,Africa,495000000,270000000,2004,Data,371,213,584,199,49,28,145,4,0,159
0.019,grenada,600014341,0.058,342,0.013,0.2,74,69,0.4,1,0.309,0.614,0.077,102655,0.36,The Americas,86000000,9000000,2004,Data,103,31,134,1,77,1,36,0,0,19
0.029,haiti,3660483886,0.056,22,0.067,0.1,61,57,0,1,0.385,0.574,0.041,9129933,0.424,The Americas,93000000,206000000,2004,Data,82,14,96,0,91,0,4,0,0,2
0.029,honduras,8772197585,0.079,103,0.027,0.1,74,69,0.1,1,0.404,0.555,0.041,6762426,0.479,The Americas,420000000,300000000,2004,Data,544,97,641,0.3,585,8,48,0.1,0.3,0.5
0.009,hungary,1.02E+11,0.082,828,0.008,0.3,77,69,0.9,1,0.158,0.687,0.156,10107146,0.659,Europe,4009000000,2482000000,2004,Data,32365,1569,33934,18,476,392,33048,0,0,0
0.024,india,7.22E+11,0.045,29,0.058,0,65,62,0,1,0.326,0.627,0.046,1110626108,0.289,Asia,6307000000,5783000000,2004,Data,3357,100,3457,112,690,512,1257,80,791,16
0.021,indonesia,2.57E+11,0.024,27,0.035,0,71,67,0.1,1,0.3,0.651,0.048,221293797,0.451,Asia,5226000000,4569000000,2004,Data,3130,2191,5321,36,210,4266,721,36,54,0
0.015,ireland,1.86E+11,0.075,3487,0.005,0.4,81,76,0.9,1,0.206,0.683,0.111,4070262,0.602,Europe,6075000000,5291000000,2004,Data,6063,890,6953,42,975,259,5677,0,0,0
0.021,israel,1.27E+11,0.076,1410,0.005,0.2,82,78,1.1,1,0.279,0.621,0.1,6809000,0.915,Middle East,2908000000,3663000000,2004,Data,1219,286,1505,40,487,66,861,29,15,8
0.01,italy,1.74E+12,0.085,2549,0.004,0.3,84,78,1.1,1,0.141,0.665,0.194,57685327,0.676,Europe,37870000000,24064000000,2004,Data,49882,8597,58479,311.2,3577,1242.9,52844.2,239.2,265.4,0
0.017,jamaica,10173234921,0.048,183,0.018,0.1,74,68,0.7,1,0.315,0.609,0.076,2634145,0.526,The Americas,1733000000,318000000,2004,Data,1337,78,1415,1,1162,8,243,0,1,0
0.009,japan,4.66E+12,0.08,2914,0.003,0.6,86,79,0.7,1,0.139,0.668,0.193,127761000,0.846,Asia,14343000000,48175000000,2004,Data,4755,1383,6138,17,951,4338,744,3,84,1
0.018,kazakhstan,43151647003,0.04,114,0.03,0,72,60,0.2,1,0.251,0.674,0.076,15012985,0.549,Asia,803000000,997000000,2004,Data,3466,825,4291,2,32,97,4126,2,21,11
0.039,kenya,16095321631,0.043,20,0.063,0,55,53,0.1,1,0.429,0.543,0.027,34834606,0.213,Africa,799000000,108000000,2004,Data,1115,246,1361,95,150,82,993,0,0,41
0.021,kuwait,59440511982,0.027,743,0.01,0.2,75,73,0.8,1,0.255,0.711,0.034,2196466,0.982,Middle East,398000000,4147000000,2004,Data,88.4,2.3,90.7,29,115,158,126,1769,856,3
0.009,latvia,13761569545,0.065,387,0.012,0.4,77,67,0.7,1,0.152,0.68,0.168,2263122,0.679,Europe,343000000,428000000,2004,Data,2567,466,3033,1,32,13,2985,0,1,0
0.029,lesotho,1234197704,0.07,45,0.084,0,44,43,0.1,1,0.4,0.553,0.046,1912022,0.217,Africa,26000000,278000000,2004,Data,246,57,303,290,1,3,8,0,0,2
0.009,lithuania,22659294573,0.057,374,0.008,0.3,78,66,0.9,1,0.173,0.677,0.15,3377075,0.666,Europe,834000000,643000000,2004,Data,1392,408,1800,1,22,15,538,0,0,14
0.038,madagascar,4363934417,0.049,12,0.058,0,62,59,0,1,0.45,0.52,0.029,17763367,0.282,Africa,239000000,108000000,2004,Data,158,71,229,39,9,3,176,0,0,1
0.043,malawi,2625127098,0.078,16,0.078,0,48,48,0,1,0.461,0.508,0.03,12569091,0.15,Africa,74000000,70000000,2004,Data,219,208,427,336,21,11,49,0,7,4
0.019,malaysia,1.25E+11,0.037,181,0.007,0.4,76,71,0.6,1,0.308,0.649,0.043,25365089,0.657,Asia,9183000000,3822000000,2004,Data,12483,2168,14651,137,272,13983,540,124,249,398
0.021,maldives,1075605492,0.059,217,0.022,0.1,75,72,0.4,1,0.356,0.599,0.044,292505,0.325,Asia,471000000,75000000,2004,Data,617,0,617,5,9,100,476,5,22,0
0.01,malta,5643525282,0.086,1247,0.006,0.3,81,77,0.7,1,0.178,0.693,0.129,401268,0.934,Europe,949000000,291000000,2004,Data,1041,87,1128,0,19,0,983,13,0,142
0.016,mauritius,6385691315,0.042,227,0.014,0.1,76,69,0.5,1,0.246,0.689,0.065,1233386,0.418,Africa,1156000000,277000000,2004,Data,708.1,30.4,738.5,175,8,27,477,4,27,0
0.022,mexico,7.70E+11,0.06,441,0.017,0.1,78,73,0.4,1,0.327,0.621,0.052,109381550,0.76,The Americas,11610000000,8034000000,2004,Data,20033,586,20619,0,19706,0,0,0,0,912
0.02,morocco,56948015336,0.052,99,0.037,0.1,71,67,0.3,1,0.314,0.636,0.049,29855820,0.546,Africa,4540000000,912000000,2004,Data,5347,130,5477,123,128,49,2310,84,6,2777
0.044,mozambique,5697991241,0.059,16,0.095,0,49,46,0,1,0.446,0.522,0.032,20438827,0.298,Africa,96000000,140000000,2004,Data,216,254,470,623,6,0,57,0,0,25
0.029,nepal,7273933993,0.058,17,0.049,0,65,63,0,1,0.397,0.56,0.043,24921910,0.149,Asia,260000000,205000000,2004,Data,354,31,385,1,30,97,131,0,125,1
0.014,new zealand,1.03E+11,0.08,1974,0.006,0.6,82,78,0.7,1,0.218,0.663,0.119,4087500,0.86,Oceania,5098000000,2229000000,2004,Data,2031,303,2334,19,276,1455,489,8,18,68
0.026,nicaragua,5795568203,0.061,66,0.027,0,75,69,0.1,1,0.384,0.575,0.04,5386299,0.557,The Americas,192000000,154000000,2004,Data,438,176,614,1,553,8,53,0,0,0
0.052,niger,3052898686,0.071,16,0.086,0,53,53,0,1,0.488,0.487,0.025,12708897,0.166,Africa,32000000,42000000,2004,Data,26,31,57,38,2,2,15,0,0,0
0.012,norway,2.60E+11,0.101,5733,0.003,0.8,82,78,1,1,0.198,0.655,0.148,4591910,0.773,Europe,3531000000,8894000000,2004,Data,2780,848,3628,0,176,35,3307,0,0,110
0.022,oman,24673602280,0.03,310,0.011,0.1,76,72,0.3,1,0.359,0.616,0.025,2464001,0.718,Middle East,601000000,823000000,2004,Data,1109,298,1407,0,0,0,0,0,0,0
0.028,pakistan,97977766198,0.028,18,0.082,0.1,66,64,0,1,0.388,0.571,0.041,155151394,0.344,Asia,765000000,1612000000,2004,Data,483,165,648,13,103,60,281,28,160,3
0.023,panama,14179300000,0.081,347,0.02,0.1,79,73,0.4,1,0.31,0.63,0.06,3303335,0.634,The Americas,903000000,294000000,2004,Data,302,174,476,0,439,14,45,0,0,0
0.033,papua new guinea,3927114457,0.046,30,0.056,0,62,58,0,1,0.401,0.574,0.026,5948461,0.131,Oceania,7100000,72000000,2004,Data,22,37,59,0,5,48,5,0,1,0
0.026,paraguay,8033877360,0.059,82,0.025,0,73,69,0.3,1,0.363,0.59,0.047,5793330,0.571,The Americas,87000000,121000000,2004,Data,276,33,309,0,284,5,20,0,0,0
0.022,peru,65702520516,0.044,111,0.023,0.1,75,69,0.1,1,0.324,0.623,0.053,27403845,0.746,The Americas,1232000000,852000000,2004,Data,1315,35,1350,3,929,62,281,0,1,74
0.028,philippines,91371236939,0.032,35,0.028,0.1,71,64,0.4,1,0.374,0.592,0.034,84231329,0.469,Asia,2390000000,1526000000,2004,Data,1916,344,2260,2,546,1359,212,21,25,126
0.009,poland,2.53E+11,0.062,410,0.007,0.3,79,71,0.6,1,0.169,0.7,0.131,38182222,0.616,Europe,6499000000,5092000000,2004,Data,10345,3945,14290,11,345,123,61386,6,12,34
0.01,portugal,1.85E+11,0.1,1779,0.004,0.3,81,75,1,1,0.157,0.674,0.17,10483861,0.569,Europe,8858000000,3369000000,2004,Data,17893,3272,21165,0,367,43,9343,0,0,886
0.01,russian federation,5.91E+11,0.052,212,0.015,0.1,72,59,0.5,1,0.156,0.707,0.136,143821212,0.734,Europe,7262000000,16082000000,2004,Data,19341,2723,22064,29,477,1314,19607,32,63,542
0.03,samoa,374507188,0.049,106,0.017,0,74,68,0.1,1,0.398,0.554,0.048,178794,0.215,Oceania,70000000,12000000,2004,Data,87,11,98,0,8,85,5,0,0,0
0.024,saudi arabia,2.59E+11,0.037,399,0.017,0.1,76,72,0.4,1,0.351,0.617,0.032,23839231,0.808,Middle East,6486000000,4428000000,2004,Data,6218,2381,8599,675,53,753,424,4752,1933,8
0.017,seychelles,839319935,0.043,421,0.012,0.2,76,69,0.6,1,0.25,0.673,0.076,82500,0.508,Africa,256000000,53000000,2004,Data,114,7,121,13,4,2,99,2,1,0
0.01,singapore,1.14E+11,0.032,826,0.002,0.6,82,77,0.9,1,0.196,0.723,0.081,4166700,1,Asia,5327000000,9291000000,2004,Data,5996,2332,8328,71,422,6073,1081,55,626,0
0.009,slovenia,33837749815,0.083,1415,0.004,0.4,81,74,0.9,1,0.144,0.703,0.153,1997012,0.506,Europe,1725000000,937000000,2004,Data,1201,298,1499,0,46,24,1411,0,0,18
0.035,solomon islands,375109695,0.056,46,0.029,0,67,64,0,1,0.414,0.557,0.029,457827,0.174,Oceania,3500000,12300000,2004,Data,3.3,2.3,5.6,0,0.3,4.9,0.3,0,0,0
0.023,south africa,2.19E+11,0.089,410,0.052,0.1,53,51,0.4,1,0.312,0.647,0.042,47019452,0.59,Africa,7571000000,4237000000,2004,Data,6317,361,6678,4638,291,239,1306,16,36,151
0.011,spain,1.04E+12,0.082,2028,0.005,0.4,83,77,0.9,1,0.145,0.687,0.168,42921895,0.77,Europe,49996000000,14864000000,2004,Data,47144,5286,52430,0,2079,151,49239,0,0,961
0.019,sri lanka,20662525941,0.042,44,0.012,0,77,70,0.1,1,0.256,0.675,0.069,19435000,0.184,Asia,808000000,499000000,2004,Data,492,74,566,2,31,91,299,10,133,0
0.021,suriname,1484092538,0.069,207,0.027,0.1,72,65,0.4,1,0.3,0.64,0.06,493394,0.667,The Americas,52000000,85000000,2004,Data,123,14,137,0,45,0,87,0,0,6
0.028,syrian arab republic,25086930693,0.045,61,0.017,0,76,73,0.1,1,0.392,0.575,0.034,17676012,0.534,Middle East,1883000000,688000000,2004,Data,5828,507,6335,90,58,41,933,3957,218,1038
0.013,thailand,1.61E+11,0.035,87,0.016,0.1,76,69,0.4,1,0.228,0.697,0.075,65087400,0.363,Asia,13054000000,5343000000,2004,Data,10477,1174,11651,83,693,7501,2706,173,495,87
0.015,trinidad and tobago,12884712296,0.052,522,0.024,0.3,73,65,0.5,1,0.224,0.706,0.071,1290379,0.101,The Americas,568000000,141000000,2004,Data,357,86,443,1,347,3,90,0,1,0
0.02,turkey,3.92E+11,0.054,297,0.027,0.1,76,69,0.5,1,0.289,0.646,0.065,66845635,0.672,Europe,15888000000,2524000000,2004,Data,15306,1897,17203,131,283,288,14946,498,661,19
0.047,uganda,7940362663,0.079,24,0.073,0,52,52,0,1,0.494,0.481,0.025,27766986,0.128,Africa,268000000,158000000,2004,Data,431,81,512,406,23,8,49,3,12,11
0.009,ukraine,64883060726,0.066,90,0.013,0,74,63,0.3,1,0.151,0.694,0.155,47451600,0.676,Europe,2931000000,2660000000,2004,Data,14602,1028,15630,7,99,32,15450,20,13,7
0.012,united kingdom,2.22E+12,0.08,2955,0.005,0.7,81,77,1,1,0.181,0.66,0.159,59987905,0.796,Europe,37166000000,69076000000,2004,Data,19700,8055,27755,639,4692,2086,19581,386,371,0
0.016,uruguay,13686333822,0.085,350,0.013,0.2,79,72,0.2,1,0.24,0.626,0.135,3323822,0.931,The Americas,591000000,267000000,2004,Data,1743,128,1871,0,1458,7,97,0,0,308
0.03,vanuatu,364996869,0.035,62,0.018,0,71,67,0.1,1,0.4,0.567,0.033,204135,0.228,Oceania,93000000,15000000,2004,Data,53,8,61,0,2,55,3,0,0,1
0.044,zambia,5439176376,0.067,33,0.081,0,46,45,0,1,0.466,0.507,0.027,11174650,0.362,Africa,92000000,86000000,2004,Data,355,160,515,367,29,23,92,0,4,0
0.014,armenia,4900436759,0.053,85,0.021,0.1,77,70,0.1,1,0.219,0.665,0.116,3014917,0.642,Asia,240000000,284000000,2005,Data,251,67,318,0,86,14,160,28,30,0
0.029,honduras,9672006169,0.077,109,0.026,0.1,74,69,0.2,1,0.398,0.56,0.041,6898825,0.485,The Americas,465000000,321000000,2005,Data,571,102,673,0.2,610,8,53,0.1,0.3,0.3
0.012,cyprus,16997801392,0.064,1434,0.004,0.3,81,77,0.8,1,0.2,0.693,0.107,1032586,0.683,Europe,2644000000,1001000000,2005,Data,2327,143,2470,7,29,15,2375,40,3,1
0.01,hungary,1.10E+11,0.084,923,0.007,0.4,77,69,0.9,1,0.155,0.688,0.157,10087065,0.664,Europe,4761000000,2721000000,2005,Data,34433,1740,36173,17,490,396,35269,0,0,0
0.012,denmark,2.58E+11,0.098,4652,0.004,0.8,80,76,1,1,0.187,0.661,0.151,5419432,0.859,Europe,5293000000,6850000000,2005,Data,25692,1235,26927,0,698,223,8290,0,0,375
0.023,india,8.34E+11,0.042,32,0.056,0,66,63,0.1,1,0.322,0.631,0.047,1127143548,0.292,Asia,7659000000,8277000000,2005,Data,3785,133,3918,131,804,585,1435,86,842,35
0.013,australia,6.94E+11,0.085,3136,0.005,0.6,83,79,0.9,1,0.198,0.673,0.129,20394800,0.88,Oceania,19820000000,15656000000,2005,Data,4395,1104,5499,71,584,3375,1330,49,89,0
0.017,azerbaijan,13245421881,0.079,122,0.044,0.1,72,66,0.3,1,0.26,0.676,0.064,8391850,0.524,Asia,100000000,188000000,2005,Data,890,287,1177,1,11,7,945,2,211,0
0.019,bahrain,15969151306,0.037,573,0.009,0.2,76,75,0.9,1,0.269,0.709,0.022,879534,0.884,Middle East,1603000000,574000000,2005,Data,5687,627,6314,82,190,287,358,4676,720,0
0.021,indonesia,2.86E+11,0.028,36,0.033,0,71,67,0.2,1,0.3,0.651,0.049,224480901,0.459,Asia,5094000000,4740000000,2005,Data,2939,2063,5002,27,210,3837,798,61,69,0
0.015,ireland,2.03E+11,0.076,3734,0.004,0.4,81,77,1,1,0.206,0.684,0.111,4159914,0.605,Europe,6780000000,6186000000,2005,Data,6423,910,7333,39,956,226,6113,0,0,0
0.023,bangladesh,60277560976,0.032,13,0.051,0,68,67,0.1,1,0.343,0.614,0.043,143135180,0.268,Asia,79000000,375000000,2005,Data,105,103,208,2,19,36,49,3,99,0
0.024,dominican republic,33969724872,0.053,188,0.029,0.1,75,69,0.4,1,0.331,0.613,0.057,9343362,0.674,The Americas,3518000000,511000000,2005,Data,3563,128,3691,0,1711,4,1372,0,0,603
0.013,barbados,3891500000,0.07,765,0.015,0.5,76,72,0.8,1,0.206,0.686,0.108,273568,0.329,The Americas,1081000000,274000000,2005,Data,476,72,548,1,311,3,230,0,1,1
0.021,el salvador,17093800000,0.072,202,0.02,0,75,66,0.4,1,0.357,0.581,0.062,6072538,0.616,The Americas,656000000,288000000,2005,Data,863,264,1127,1,1086,10,31,0,0,0
0.011,belgium,3.77E+11,0.1,3606,0.004,0.6,82,76,0.9,1,0.171,0.657,0.173,10478617,0.974,Europe,10881000000,16771000000,2005,Data,4381,2366,6747,62,390,298,5836,20,35,106
0.021,israel,1.34E+11,0.077,1480,0.005,0.3,82,78,1.2,1,0.279,0.621,0.1,6930100,0.915,Middle East,3427000000,3780000000,2005,Data,1591,312,1903,41,603,88,1114,30,23,4
0.039,ethiopia,12173919387,0.041,7,0.07,0,58,56,0,1,0.462,0.507,0.031,76167240,0.157,Africa,533000000,77000000,2005,Data,165,62,227,82,41,13,62,20,8,0
0.023,fiji,3006725015,0.036,132,0.02,0.1,71,66,0.2,1,0.306,0.653,0.041,822484,0.499,Oceania,722000000,132000000,2005,Data,502,43,545,0,75,389,70,0,0,11
0.025,botswana,9931223496,0.056,298,0.043,0,47,46,0.3,1,0.358,0.61,0.032,1875805,0.551,Africa,563000000,301000000,2005,Data,1396,78,1474,0,0,0,0,0,0,0
0.018,brazil,8.82E+11,0.082,387,0.02,0.2,76,68,0.5,1,0.276,0.663,0.062,186142403,0.828,The Americas,4168000000,5905000000,2005,Data,3799,1559,5358,76,2998,177,2097,7,0,3
