Personal,Business,Africa,Americas,East Asia and Pacific,Europe,Middle East,South Asia,Other not Classified,Birth Rate,GDP,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Internet Usage,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound,Personal Percentage,Business Percentage,Higher Tourism Percentage
3270.0,1257.0,9.0,151.0,210.0,4157.0,0.0,0.0,0.0,0.011,164256207675.0,0.082,2572.0,0.003,0.7,82.0,75.0,0.9,1.0,0.177,0.668,0.155,5213014.0,0.826,2676000000.0,2954000000.0,72.23326706428098,27.76673293571902,Business
338.0,193.0,181.0,45.0,26.0,132.0,4.0,0.0,144.0,0.034,7632720680.0,0.048,18.0,0.06,0.0,59.0,57.0,0.0,1.0,0.407,0.561,0.032,20301686.0,0.46,441000000.0,216000000.0,63.653483992467045,36.346516007532955,Business
121.0,22.0,1.0,80.0,1.0,43.0,0.0,0.0,17.0,0.019,596339089.0,0.062,359.0,0.013,0.2,73.0,69.0,0.4,1.0,0.319,0.603,0.077,102369.0,0.36,104000000.0,8000000.0,84.61538461538461,15.384615384615385,Business
118.0,18.0,0.0,125.0,0.0,8.0,0.0,0.0,3.0,0.03,2826481072.0,0.053,17.0,0.069,0.0,60.0,57.0,0.0,1.0,0.389,0.57,0.041,8996229.0,0.406,96000000.0,202000000.0,86.76470588235294,13.23529411764706,Personal
518.0,93.0,0.2,557.0,7.0,45.0,0.1,0.3,0.4,0.03,8140294080.0,0.083,103.0,0.028,0.0,74.0,69.0,0.1,1.0,0.409,0.55,0.041,6628171.0,0.472,372000000.0,274000000.0,84.77905073649754,15.220949263502456,Business
2538.0,188.0,89.0,540.0,393.0,942.0,69.0,667.0,26.0,0.024,618356467438.0,0.043,24.0,0.06,0.0,65.0,62.0,0.0,1.0,0.33,0.624,0.046,1093786762.0,0.286,4560000000.0,4385000000.0,93.10344827586206,6.896551724137931,Personal
2553.0,1914.0,30.0,176.0,3576.0,606.0,31.0,48.0,0.0,0.021,234772458818.0,0.025,27.0,0.036,0.0,70.0,66.0,0.1,1.0,0.301,0.651,0.048,218145617.0,0.444,4461000000.0,4427000000.0,57.152451309603755,42.84754869039624,Business
5949.0,815.0,32.0,913.0,196.0,5623.0,0.0,0.0,0.0,0.015,158730360073.0,0.073,2918.0,0.005,0.3,81.0,76.0,0.9,1.0,0.208,0.681,0.111,3996521.0,0.599,5206000000.0,4832000000.0,87.95091661738617,12.049083382613839,Personal
850.0,213.0,30.0,348.0,42.0,598.0,23.0,10.0,12.0,0.022,118673283415.0,0.077,1364.0,0.005,0.2,82.0,78.0,1.0,1.0,0.28,0.62,0.1,6689700.0,0.914,2473000000.0,3341000000.0,79.9623706491063,20.037629350893695,Business
53272.0,9754.0,134.3,1721.9,1090.8,59924.1,83.0,72.0,0.0,0.009,1514503536381.0,0.082,2157.0,0.004,0.3,83.0,77.0,1.0,1.0,0.142,0.667,0.192,57313203.0,0.675,32591000000.0,23731000000.0,84.52384730111383,15.476152698886175,Business
1279.0,71.0,1.0,1120.0,9.0,219.0,0.0,1.0,0.0,0.017,9430236065.0,0.046,162.0,0.019,0.1,74.0,68.0,0.6,1.0,0.318,0.606,0.076,2624695.0,0.524,1621000000.0,269000000.0,94.74074074074073,5.2592592592592595,Personal
3930.0,1281.0,16.0,824.0,3625.0,665.0,3.0,76.0,1.0,0.009,4302939184964.0,0.08,2693.0,0.003,0.5,85.0,78.0,0.7,1.0,0.141,0.672,0.188,127718000.0,0.832,11475000000.0,36505000000.0,75.41738629821532,24.582613701784688,Business
2603.0,634.0,1.0,23.0,72.0,3114.0,3.0,18.0,5.0,0.017,30833692831.0,0.037,77.0,0.032,0.0,72.0,61.0,0.1,1.0,0.257,0.67,0.074,14909018.0,0.551,638000000.0,783000000.0,80.41396354649368,19.586036453506335,Business
964.0,182.0,312.0,94.0,51.0,652.0,0.0,27.0,10.0,0.039,14904504019.0,0.044,20.0,0.065,0.0,54.0,52.0,0.0,1.0,0.432,0.541,0.028,33905011.0,0.209,619000000.0,127000000.0,84.11867364746945,15.881326352530541,Business
76.3,17.9,26.0,103.0,125.0,94.0,1506.0,746.0,2.0,0.022,47875837662.0,0.032,728.0,0.01,0.2,75.0,73.0,0.7,1.0,0.256,0.71,0.034,2116353.0,0.982,328000000.0,3750000000.0,80.99787685774947,19.002123142250532,Business
2061.0,409.0,0.0,22.0,17.0,2429.0,0.0,1.0,0.0,0.009,11186452601.0,0.062,295.0,0.012,0.3,77.0,66.0,0.5,1.0,0.158,0.679,0.163,2287955.0,0.678,271000000.0,365000000.0,83.4412955465587,16.558704453441294,Business
275.0,54.0,303.0,3.0,4.0,13.0,0.0,0.0,6.0,0.03,969181551.0,0.071,36.0,0.083,0.0,44.0,44.0,0.1,1.0,0.404,0.55,0.046,1898757.0,0.211,21000000.0,242000000.0,83.58662613981764,16.41337386018237,Business
102.0,40.0,458.0,2.0,7.0,42.0,445.0,4.0,0.0,0.023,24062500000.0,0.041,194.0,0.022,0.0,75.0,71.0,0.0,1.0,0.315,0.644,0.041,5422612.0,0.767,243000000.0,689000000.0,71.83098591549296,28.169014084507044,Business
1155.0,335.0,0.0,16.0,11.0,400.0,0.0,0.0,10.0,0.009,18608709857.0,0.065,351.0,0.009,0.3,78.0,67.0,0.6,1.0,0.18,0.673,0.147,3415213.0,0.667,700000000.0,476000000.0,77.51677852348993,22.483221476510067,Business
115.0,25.0,22.0,4.0,5.0,99.0,0.0,0.0,9.0,0.039,5474030228.0,0.048,15.0,0.061,0.0,62.0,59.0,0.0,1.0,0.452,0.518,0.029,17245275.0,0.279,119000000.0,67000000.0,82.14285714285714,17.857142857142858,Business
215.0,209.0,320.0,18.0,10.0,68.0,0.0,4.0,4.0,0.043,2424656666.0,0.063,13.0,0.084,0.0,47.0,47.0,0.0,1.0,0.461,0.509,0.03,12238739.0,0.149,66000000.0,70000000.0,50.70754716981132,49.29245283018868,Business
8456.0,1629.0,134.0,270.0,9074.0,456.0,78.0,209.0,355.0,0.02,110202368421.0,0.039,172.0,0.007,0.4,76.0,71.0,0.4,1.0,0.315,0.644,0.042,24890654.0,0.648,6799000000.0,3401000000.0,83.84729796727814,16.152702032721862,Business
564.0,0.0,4.0,8.0,84.0,443.0,4.0,21.0,0.0,0.022,949867662.0,0.06,199.0,0.025,0.1,74.0,71.0,0.2,1.0,0.37,0.587,0.043,287594.0,0.313,402000000.0,60000000.0,100.0,0.0,Personal
1001.0,88.0,0.0,21.0,0.0,940.0,20.0,0.0,146.0,0.01,5119621569.0,0.082,1074.0,0.006,0.3,81.0,76.0,0.7,1.0,0.185,0.691,0.123,398582.0,0.932,869000000.0,238000000.0,91.91919191919192,8.080808080808081,Personal
690.2,31.2,174.0,8.0,22.0,466.0,5.0,27.0,0.0,0.016,5609836354.0,0.039,188.0,0.014,0.1,76.0,69.0,0.4,1.0,0.249,0.687,0.064,1222811.0,0.42,960000000.0,236000000.0,95.6750762406432,4.324923759356806,Personal
18126.0,539.0,0.0,18155.0,0.0,443.0,0.0,0.0,67.0,0.023,713284260880.0,0.058,397.0,0.018,0.1,78.0,73.0,0.3,1.0,0.33,0.618,0.051,108056312.0,0.757,10058000000.0,7252000000.0,97.11224216447897,2.8877578355210285,Personal
4651.0,110.0,103.0,108.0,42.0,1880.0,79.0,5.0,2544.0,0.021,49822651702.0,0.053,88.0,0.038,0.0,70.0,67.0,0.2,1.0,0.32,0.631,0.049,29586937.0,0.543,3802000000.0,845000000.0,97.68956101659315,2.3104389834068475,Personal
254.0,187.0,592.0,5.0,0.0,43.0,0.0,0.0,86.0,0.045,4666197195.0,0.064,15.0,0.099,0.0,49.0,46.0,0.0,1.0,0.444,0.525,0.032,19873460.0,0.296,106000000.0,141000000.0,57.596371882086174,42.40362811791383,Business
597.0,98.0,526.0,12.0,4.0,142.0,0.0,0.0,11.0,0.03,4931280096.0,0.065,162.0,0.049,0.0,56.0,52.0,0.1,1.0,0.401,0.565,0.033,1981237.0,0.347,383000000.0,101000000.0,85.89928057553958,14.100719424460431,Personal
297.0,41.0,2.0,25.0,92.0,111.0,0.0,108.0,0.0,0.03,6330476435.0,0.054,14.0,0.052,0.0,65.0,63.0,0.0,1.0,0.399,0.559,0.041,24525527.0,0.146,232000000.0,119000000.0,87.86982248520711,12.1301775147929,Personal
1842.0,262.0,20.0,267.0,1260.0,461.0,7.0,17.0,72.0,0.014,87440435752.0,0.079,1602.0,0.006,0.6,81.0,77.0,0.6,1.0,0.221,0.661,0.119,4027200.0,0.86,4232000000.0,1649000000.0,87.54752851711027,12.452471482889733,Personal
204.0,322.0,0.0,464.0,11.0,49.0,0.0,1.0,0.0,0.026,5322437648.0,0.061,61.0,0.029,0.0,74.0,68.0,0.1,1.0,0.391,0.57,0.039,5317878.0,0.555,160000000.0,139000000.0,38.78326996197718,61.21673003802282,Business
26.0,29.0,37.0,2.0,1.0,14.0,0.0,0.0,0.0,0.052,2731416281.0,0.068,15.0,0.09,0.0,53.0,53.0,0.0,1.0,0.486,0.489,0.025,12254040.0,0.165,28000000.0,39000000.0,47.27272727272727,52.72727272727272,Business
460.0,464.0,1554.0,94.0,130.0,373.0,41.0,53.0,8.0,0.043,67655840108.0,0.075,39.0,0.103,0.0,48.0,47.0,0.0,1.0,0.435,0.538,0.028,132550146.0,0.374,58000000.0,2076000000.0,49.78354978354979,50.21645021645021,Business
2520.0,749.0,0.0,144.0,35.0,3009.0,0.0,0.0,81.0,0.012,224880794328.0,0.106,5220.0,0.004,0.8,82.0,77.0,0.9,1.0,0.199,0.653,0.148,4564855.0,0.772,2989000000.0,7089000000.0,77.08779443254818,22.91220556745182,Business
997.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,21542262852.0,0.032,294.0,0.012,0.1,76.0,72.0,0.2,1.0,0.364,0.612,0.025,2389121.0,0.715,546000000.0,804000000.0,82.39669421487604,17.60330578512397,Business
374.0,127.0,12.0,86.0,44.0,193.0,20.0,147.0,1.0,0.029,83244801093.0,0.029,16.0,0.083,0.1,65.0,64.0,0.0,1.0,0.395,0.564,0.04,152419974.0,0.341,620000000.0,1163000000.0,74.6506986027944,25.349301397205586,Business
286.0,164.0,0.0,411.0,14.0,43.0,0.0,0.0,0.0,0.023,12933200000.0,0.076,303.0,0.02,0.1,78.0,73.0,0.2,1.0,0.313,0.629,0.058,3240805.0,0.631,804000000.0,267000000.0,63.55555555555556,36.44444444444444,Business
21.0,35.0,0.0,5.0,46.0,4.0,0.0,1.0,0.0,0.034,3536459120.0,0.041,25.0,0.057,0.0,62.0,58.0,0.0,1.0,0.401,0.573,0.026,5803302.0,0.131,4900000.0,52000000.0,37.5,62.5,Business
239.0,29.0,0.0,248.0,4.0,15.0,0.0,0.0,0.0,0.027,6588103836.0,0.061,71.0,0.025,0.0,73.0,69.0,0.3,1.0,0.368,0.586,0.046,5682350.0,0.569,81000000.0,115000000.0,89.17910447761194,10.820895522388058,Personal
1030.0,39.0,2.0,762.0,50.0,252.0,0.0,1.0,68.0,0.023,57840001637.0,0.045,102.0,0.025,0.1,74.0,69.0,0.1,1.0,0.328,0.62,0.052,27073334.0,0.742,1023000000.0,847000000.0,96.35173058933583,3.648269410664172,Personal
1572.0,308.0,1.0,444.0,1129.0,177.0,17.0,22.0,117.0,0.028,83908205720.0,0.032,33.0,0.029,0.0,71.0,64.0,0.3,1.0,0.377,0.59,0.033,82604681.0,0.471,1821000000.0,1649000000.0,83.61702127659575,16.382978723404253,Business
9620.0,4100.0,10.0,294.0,89.0,51691.0,6.0,9.0,31.0,0.009,216800888642.0,0.062,354.0,0.007,0.2,79.0,71.0,0.5,1.0,0.174,0.696,0.13,38204570.0,0.617,4733000000.0,3286000000.0,70.11661807580175,29.88338192419825,Business
19953.0,2568.0,29.0,421.0,1107.0,20237.0,32.0,59.0,637.0,0.01,430347770733.0,0.056,167.0,0.017,0.1,72.0,59.0,0.2,1.0,0.162,0.705,0.134,144667468.0,0.734,5879000000.0,13427000000.0,88.59730917810043,11.402690821899562,Personal
116.0,6.0,14.0,3.0,2.0,100.0,2.0,1.0,0.0,0.018,703096503.0,0.048,403.0,0.012,0.1,76.0,66.0,0.6,1.0,0.258,0.664,0.078,82800.0,0.506,258000000.0,54000000.0,95.08196721311475,4.918032786885246,Personal
18.0,20.1,23.3,4.7,2.0,6.5,1.6,0.0,0.0,0.043,1371442566.0,0.155,45.0,0.133,0.0,41.0,40.0,0.0,1.0,0.428,0.548,0.024,4712763.0,0.364,60000000.0,38000000.0,47.24409448818898,52.75590551181103,Business
4828.0,1299.0,56.0,315.0,4426.0,885.0,30.0,415.0,0.0,0.011,97002305536.0,0.036,823.0,0.003,0.5,82.0,77.0,0.8,1.0,0.201,0.72,0.079,4114800.0,1.0,3842000000.0,8382000000.0,78.79875958870572,21.201240411294272,Business
1100.0,273.0,0.0,36.0,17.0,1308.0,0.0,0.0,12.0,0.009,29152072068.0,0.086,1263.0,0.004,0.3,81.0,73.0,0.9,1.0,0.147,0.703,0.15,1995733.0,0.507,1427000000.0,805000000.0,80.11653313911144,19.883466860888564,Business
3.6,3.0,0.0,0.6,5.4,0.5,0.0,0.0,0.1,0.035,332736307.0,0.06,45.0,0.029,0.0,66.0,63.0,0.0,1.0,0.415,0.556,0.029,446335.0,0.17,1600000.0,6400000.0,54.545454545454554,45.45454545454546,Business
6099.0,406.0,4450.0,262.0,225.0,1339.0,15.0,41.0,173.0,0.023,168219325184.0,0.086,310.0,0.053,0.1,54.0,51.0,0.4,1.0,0.316,0.645,0.039,46409243.0,0.584,6674000000.0,3655000000.0,93.7586471944658,6.241352805534205,Personal
46130.0,4724.0,0.0,1894.0,237.0,47835.0,0.0,0.0,887.0,0.01,883839729120.0,0.082,1730.0,0.005,0.4,83.0,76.0,0.9,1.0,0.145,0.687,0.169,42187645.0,0.768,43863000000.0,11330000000.0,90.71066189483619,9.289338105163802,Personal
445.0,56.0,2.0,26.0,84.0,266.0,7.0,116.0,0.0,0.019,18881765437.0,0.039,38.0,0.013,0.0,77.0,70.0,0.1,1.0,0.258,0.675,0.067,19173000.0,0.184,709000000.0,462000000.0,88.82235528942117,11.177644710578843,Personal
70.0,12.0,0.0,7.0,1.0,74.0,0.0,0.0,0.0,0.021,1271196078.0,0.066,173.0,0.028,0.0,72.0,65.0,0.3,1.0,0.301,0.639,0.059,486867.0,0.667,18000000.0,68000000.0,85.36585365853658,14.634146341463413,Personal
5109.0,2518.0,0.0,217.0,105.0,3760.0,0.0,0.0,185.0,0.011,314713404153.0,0.093,3277.0,0.003,0.8,82.0,78.0,1.0,1.0,0.179,0.649,0.172,8958229.0,0.842,6548000000.0,9375000000.0,66.98570866657926,33.01429133342074,Business
3980.0,408.0,73.0,44.0,27.0,652.0,3072.0,228.0,741.0,0.028,21828144686.0,0.051,60.0,0.018,0.0,76.0,72.0,0.1,1.0,0.396,0.57,0.034,17298476.0,0.53,877000000.0,734000000.0,90.70191431175935,9.298085688240656,Personal
9019.0,985.0,67.0,577.0,6510.0,2321.0,118.0,411.0,78.0,0.013,142640079033.0,0.036,79.0,0.017,0.1,75.0,68.0,0.3,1.0,0.231,0.696,0.073,64488338.0,0.35,10456000000.0,3538000000.0,90.15393842463016,9.846061575369852,Personal
36.0,3.0,0.0,8.0,28.0,4.0,0.0,0.0,0.0,0.029,208098552.0,0.051,106.0,0.014,0.0,74.0,69.0,0.1,1.0,0.382,0.559,0.06,99691.0,0.231,10300000.0,13200000.0,92.3076923076923,7.6923076923076925,Personal
330.0,79.0,1.0,324.0,3.0,79.0,0.0,1.0,0.0,0.015,11235960523.0,0.051,449.0,0.025,0.3,73.0,65.0,0.3,1.0,0.23,0.701,0.069,1283868.0,0.102,437000000.0,143000000.0,80.68459657701712,19.315403422982886,Business
12159.0,1543.0,119.0,213.0,242.0,11872.0,359.0,522.0,14.0,0.02,303005303082.0,0.053,232.0,0.029,0.1,75.0,68.0,0.4,1.0,0.293,0.643,0.064,65938265.0,0.666,13203000000.0,2113000000.0,88.73887023792147,11.261129762078529,Personal
11559.0,955.0,12.0,83.0,26.0,12345.0,19.0,14.0,14.0,0.009,50132953288.0,0.069,73.0,0.014,0.0,74.0,63.0,0.1,1.0,0.156,0.693,0.15,47812950.0,0.674,1204000000.0,953000000.0,92.36854722710565,7.631452772894358,Personal
17125.0,7590.0,569.0,4326.0,1809.0,17370.0,347.0,294.0,0.0,0.012,1875141224490.0,0.078,2444.0,0.005,0.6,81.0,76.0,0.9,1.0,0.183,0.658,0.159,59647577.0,0.793,30736000000.0,58627000000.0,69.28990491604289,30.71009508395711,Business
1417.0,91.0,0.0,1160.0,6.0,73.0,0.0,0.0,269.0,0.016,12045627411.0,0.097,351.0,0.013,0.2,79.0,72.0,0.2,1.0,0.242,0.625,0.134,3325411.0,0.928,419000000.0,236000000.0,93.96551724137932,6.0344827586206895,Personal
43.0,7.0,0.0,2.0,45.0,3.0,0.0,0.0,1.0,0.031,314463144.0,0.037,58.0,0.018,0.0,71.0,67.0,0.0,1.0,0.404,0.564,0.032,198952.0,0.225,83000000.0,14000000.0,86.0,14.000000000000002,Personal
257.0,156.0,298.0,23.0,17.0,71.0,0.0,3.0,0.0,0.045,4341841414.0,0.067,27.0,0.086,0.0,45.0,44.0,0.0,1.0,0.464,0.509,0.027,10894519.0,0.358,88000000.0,115000000.0,62.227602905569015,37.77239709443099,Business
582.0,63.0,0.2,26.0,4.0,610.0,1.0,0.4,4.0,0.015,7464446950.0,0.065,148.0,0.019,0.0,79.0,73.0,0.4,1.0,0.273,0.645,0.082,3014579.0,0.457,756000000.0,669000000.0,90.23255813953487,9.767441860465116,Personal
267.0,101.0,131.0,7.0,9.0,198.0,23.0,0.0,865.0,0.02,85324997370.0,0.035,90.0,0.03,0.0,71.0,68.0,0.1,1.0,0.297,0.66,0.043,33461345.0,0.631,178000000.0,341000000.0,72.55434782608695,27.445652173913043,Business
173.0,21.0,42.0,34.0,16.0,101.0,1.0,0.0,0.0,0.05,19640862550.0,0.051,63.0,0.123,0.0,49.0,47.0,0.0,1.0,0.477,0.498,0.025,15976715.0,0.354,82000000.0,86000000.0,89.17525773195877,10.824742268041238,Personal
234.0,12.0,0.0,129.0,0.0,113.0,0.0,0.0,3.0,0.019,905113767.0,0.041,453.0,0.011,0.2,77.0,72.0,0.7,1.0,0.286,0.642,0.072,81718.0,0.298,337000000.0,38000000.0,95.1219512195122,4.878048780487805,Personal
1197.236,382.455,0.0,2722.0,0.0,546.0,0.0,0.0,188.0,0.018,183295704305.0,0.082,327.0,0.016,0.2,78.0,71.0,0.4,1.0,0.266,0.632,0.102,38308779.0,0.899,2660000000.0,3208000000.0,75.78925245506875,24.210747544931255,Business
217.0,46.0,0.0,75.0,9.0,127.0,23.0,28.0,0.0,0.014,3576615240.0,0.055,65.0,0.022,0.0,76.0,70.0,0.1,1.0,0.225,0.66,0.115,3025652.0,0.642,188000000.0,216000000.0,82.50950570342205,17.490494296577946,Business
5020.0,647.0,76.0,200.0,268.0,334.0,4141.0,648.0,0.0,0.019,13150516509.0,0.039,539.0,0.01,0.2,76.0,75.0,0.8,1.0,0.283,0.694,0.023,820505.0,0.884,1504000000.0,528000000.0,88.58302452796894,11.416975472031057,Personal
216.0,55.0,2.0,37.0,51.0,77.0,3.0,100.0,0.0,0.024,56560744012.0,0.031,12.0,0.053,0.0,68.0,67.0,0.0,1.0,0.348,0.609,0.042,141235035.0,0.261,76000000.0,442000000.0,79.70479704797047,20.29520295202952,Business
481.0,70.0,1.0,301.0,3.0,246.0,0.0,1.0,0.0,0.013,3509700000.0,0.071,737.0,0.015,0.5,76.0,71.0,0.7,1.0,0.209,0.681,0.11,272205.0,0.331,784000000.0,163000000.0,87.29582577132487,12.704174228675136,Personal
4377.0,2333.0,61.0,382.0,318.0,5800.0,18.0,33.0,97.0,0.011,361683211960.0,0.1,3482.0,0.004,0.5,82.0,76.0,0.9,1.0,0.172,0.656,0.173,10421137.0,0.973,10089000000.0,15456000000.0,65.23099850968703,34.76900149031297,Business
219.0,12.0,0.0,185.0,4.0,33.0,0.0,0.0,8.0,0.027,1057850000.0,0.044,175.0,0.019,0.1,75.0,69.0,0.3,1.0,0.384,0.575,0.041,265040.0,0.466,168000000.0,47000000.0,94.8051948051948,5.194805194805195,Personal
1443.0,80.0,1353.0,21.0,12.0,58.0,0.0,2.0,76.0,0.026,8957491785.0,0.049,268.0,0.046,0.0,48.0,47.0,0.3,1.0,0.362,0.607,0.032,1854739.0,0.548,582000000.0,280000000.0,94.74720945502298,5.252790544977019,Personal
3418.0,1376.0,65.0,2703.0,156.0,1860.0,6.0,0.0,4.0,0.019,663760341880.0,0.071,257.0,0.022,0.2,75.0,68.0,0.4,1.0,0.28,0.66,0.06,184010283.0,0.825,3389000000.0,3752000000.0,71.29745515227367,28.702544847726326,Business
6709.0,272.0,3.0,68.0,32.0,6807.0,16.0,12.0,44.0,0.009,25283228366.0,0.073,238.0,0.015,0.2,76.0,69.0,0.6,1.0,0.14,0.688,0.173,7781161.0,0.702,2796000000.0,1935000000.0,96.10371007019052,3.896289929809483,Personal
124.0,165.0,96.0,13.0,5.0,100.0,2.0,0.0,6.0,0.045,4838551014.0,0.061,24.0,0.089,0.0,53.0,51.0,0.0,1.0,0.466,0.508,0.026,13034258.0,0.208,52000000.0,67000000.0,42.90657439446367,57.09342560553633,Business
88.0,45.0,1.0,6.0,5.0,29.0,0.0,0.0,92.0,0.043,915257323.0,0.097,9.0,0.079,0.0,51.0,48.0,0.0,1.0,0.461,0.512,0.028,7510771.0,0.091,1800000.0,29000000.0,66.16541353383458,33.83458646616541,Business
919.0,68.0,0.0,122.0,589.0,243.0,0.0,7.0,26.0,0.026,5337833256.0,0.071,29.0,0.057,0.0,69.0,63.0,0.1,1.0,0.37,0.588,0.043,13149386.0,0.191,673000000.0,80000000.0,93.11043566362716,6.889564336372847,Personal
16460.0,2571.0,58.0,15518.0,1222.0,2202.0,48.0,96.0,0.0,0.011,1018385574395.0,0.098,3047.0,0.005,0.7,83.0,78.0,0.5,1.0,0.18,0.691,0.13,31995000.0,0.8,15135000000.0,19267000000.0,86.49046292890546,13.50953707109453,Personal
5.6,2.5,3.5,0.4,0.3,3.7,0.2,0.0,0.1,0.038,1270080228.0,0.041,14.0,0.111,0.0,46.0,43.0,0.0,1.0,0.42,0.54,0.04,3893595.0,0.38,7800000.0,32000000.0,69.1358024691358,30.864197530864203,Business
1585.0,240.0,4.0,1360.0,70.0,345.0,1.0,4.0,2.0,0.015,100630707852.0,0.067,414.0,0.008,0.3,81.0,75.0,0.6,1.0,0.255,0.667,0.079,16168241.0,0.872,1571000000.0,1251000000.0,86.84931506849315,13.150684931506849,Personal
13071.0,3861.0,154.0,1790.0,102394.0,4097.0,84.0,514.0,5.0,0.012,1931644329934.0,0.047,70.0,0.022,0.1,75.0,73.0,0.3,1.0,0.214,0.711,0.075,1296075000.0,0.411,27755000000.0,21360000000.0,77.19702338766832,22.80297661233168,Business
574.0,217.0,1.0,618.0,13.0,156.0,1.0,1.0,0.0,0.022,117074865515.0,0.054,148.0,0.019,0.1,76.0,68.0,0.2,1.0,0.312,0.638,0.05,42527623.0,0.733,1369000000.0,1469000000.0,72.56637168141593,27.43362831858407,Business
19.0,4.3,6.3,0.1,0.4,10.6,0.0,0.0,0.2,0.039,362420484.0,0.04,25.0,0.071,0.0,60.0,57.0,0.0,1.0,0.414,0.556,0.03,585389.0,0.279,21000000.0,9000000.0,81.5450643776824,18.454935622317596,Business
1203.0,250.0,1.0,1214.0,16.0,215.0,0.0,0.0,7.0,0.018,18596365927.0,0.078,346.0,0.009,0.2,81.0,76.0,0.2,1.0,0.286,0.656,0.058,4246336.0,0.644,1586000000.0,481000000.0,82.79421885753612,17.20578114246387,Business
2210.0,139.0,5.0,23.0,13.0,2263.0,41.0,2.0,2.0,0.012,15816972051.0,0.064,1353.0,0.004,0.3,81.0,76.0,0.6,1.0,0.205,0.69,0.106,1015820.0,0.684,2552000000.0,907000000.0,94.0825883354619,5.917411664538101,Personal
21070.0,984.0,0.0,126.0,83.0,4065.0,0.0,0.0,147.0,0.012,244727978021.0,0.097,4387.0,0.004,0.8,80.0,75.0,1.0,1.0,0.188,0.662,0.15,5404523.0,0.856,5652000000.0,7279000000.0,95.53822435839304,4.461775641606964,Personal
3356.0,94.0,0.0,1597.0,4.0,1271.0,0.0,0.0,578.0,0.024,22163928097.0,0.051,120.0,0.03,0.1,75.0,68.0,0.3,1.0,0.334,0.61,0.056,9207389.0,0.66,3152000000.0,448000000.0,97.27536231884058,2.7246376811594204,Personal
742.0,209.0,1.0,908.0,9.0,33.0,0.0,0.0,0.0,0.021,15798300000.0,0.073,191.0,0.021,0.0,75.0,66.0,0.3,1.0,0.363,0.576,0.061,6050297.0,0.611,748000000.0,373000000.0,78.02313354363828,21.976866456361723,Business
138.0,46.0,64.0,34.0,10.0,52.0,18.0,5.0,0.0,0.04,9945571030.0,0.043,6.0,0.074,0.0,56.0,55.0,0.0,1.0,0.464,0.505,0.031,74066147.0,0.155,458000000.0,59000000.0,75.0,25.0,Business
465.0,39.0,0.0,78.0,353.0,70.0,0.0,0.0,3.0,0.024,2727507213.0,0.036,120.0,0.02,0.1,71.0,66.0,0.2,1.0,0.314,0.646,0.04,818995.0,0.495,588000000.0,118000000.0,92.26190476190477,7.738095238095238,Personal
3540.0,1314.0,6.0,159.0,268.0,4417.0,0.0,4.0,0.0,0.011,189064585623.0,0.082,2974.0,0.003,0.7,82.0,75.0,1.0,1.0,0.175,0.667,0.157,5228172.0,0.828,2975000000.0,3383000000.0,72.92954264524104,27.070457354758965,Business
63578.0,10857.0,1596.0,4786.0,2697.0,64789.0,565.0,0.0,0.0,0.013,2055678605353.0,0.11,3620.0,0.004,0.4,84.0,77.0,0.7,1.0,0.186,0.651,0.164,62702121.0,0.769,52108000000.0,36029000000.0,85.41411970175321,14.585880298246792,Personal
371.0,213.0,199.0,49.0,28.0,145.0,4.0,0.0,159.0,0.034,8881419348.0,0.061,26.0,0.059,0.0,59.0,57.0,0.1,1.0,0.404,0.562,0.033,20835514.0,0.466,495000000.0,270000000.0,63.52739726027398,36.47260273972603,Business
103.0,31.0,1.0,77.0,1.0,36.0,0.0,0.0,19.0,0.019,600014341.0,0.058,342.0,0.013,0.2,74.0,69.0,0.4,1.0,0.309,0.614,0.077,102655.0,0.36,86000000.0,9000000.0,76.86567164179104,23.134328358208954,Business
82.0,14.0,0.0,91.0,0.0,4.0,0.0,0.0,2.0,0.029,3660483886.0,0.056,22.0,0.067,0.1,61.0,57.0,0.0,1.0,0.385,0.574,0.041,9129933.0,0.424,93000000.0,206000000.0,85.41666666666666,14.583333333333334,Personal
544.0,97.0,0.3,585.0,8.0,48.0,0.1,0.3,0.5,0.029,8772197585.0,0.079,103.0,0.027,0.1,74.0,69.0,0.1,1.0,0.404,0.555,0.041,6762426.0,0.479,420000000.0,300000000.0,84.86739469578784,15.132605304212168,Business
32365.0,1569.0,18.0,476.0,392.0,33048.0,0.0,0.0,0.0,0.009,101925734602.0,0.082,828.0,0.008,0.3,77.0,69.0,0.9,1.0,0.158,0.687,0.156,10107146.0,0.659,4009000000.0,2482000000.0,95.3763187363706,4.623681263629399,Personal
3357.0,100.0,112.0,690.0,512.0,1257.0,80.0,791.0,16.0,0.024,721585608184.0,0.045,29.0,0.058,0.0,65.0,62.0,0.0,1.0,0.326,0.627,0.046,1110626108.0,0.289,6307000000.0,5783000000.0,97.10731848423488,2.8926815157651142,Personal
